marca,modelo,ano,preco_brl,categoria,conector,url
mg motor,mg4,2027,168900.0,BEV,CCS2,https://carregados.com.br/carros/mg-motor-mg4-luxury-rwd-64kwh-2027-verde-0km-27375
volvo,ex30,2024,204900.0,BEV,CCS2,https://carregados.com.br/carros/volvo-ex30-single-motor-2024-preto-25000km-27376
byd,dolphin mini,2027,129900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-0km-27377
byd,dolphin mini,2027,122990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-outra-0km-27379
byd,dolphin,2027,148900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2027-branco-0km-27378
bmw,ix,2024,499950.0,BEV,CCS2,https://carregados.com.br/carros/bmw-ix-2024-azul-5500km-27380
byd,yuan plus,2026,234900.0,BEV,CCS2,https://carregados.com.br/carros/byd-yuan-plus-2026-branco-7918km-27381
byd,dolphin mini,2027,124900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-gl-2027-branco-123km-27382
byd,dolphin,2027,151900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2027-prata-0km-27383
volvo,xc40 recharge,2023,198990.0,BEV,CCS2,https://carregados.com.br/carros/volvo-xc40-recharge-ultimate-2023-prata-31000km-27384
audi,e-tron,2023,319890.0,BEV,CCS2,https://carregados.com.br/carros/audi-e-tron-2023-cinza-39000km-27385
byd,dolphin,2026,125990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2026-preto-2290km-27386
byd,dolphin,2027,159900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2027-preto-101km-27387
byd,seal,2025,209900.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2025-cinza-29443km-27388
gwm,ora 03,2024,145900.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-gt-2024-cinza-9412km-27389
byd,dolphin mini,2026,114890.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2026-branco-19000km-27390
byd,dolphin mini,2025,104900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-branco-41000km-27391
byd,dolphin mini,2024,70600.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2024-15677km-27392
volvo,xc40 recharge,2024,210000.0,BEV,CCS2,https://carregados.com.br/carros/volvo-xc40-recharge-plus-2024-branco-29896km-27393
byd,dolphin mini,2027,126990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-cinza-8000km-27254
byd,seal,2025,305000.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2025-branco-14800km-27255
byd,dolphin,2027,149900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2027-branco-0km-27228
byd,seal,2025,305000.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2025-branco-14800km-27229
gwm,ora 03,2024,116800.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-skin-2024-preto-38000km-27230
peugeot,e-2008,2026,144800.0,BEV,CCS2,https://carregados.com.br/carros/peugeot-e-2008-gt-2026-cinza-15000km-27231
byd,yuan pro,2025,199900.0,BEV,CCS2,https://carregados.com.br/carros/byd-yuan-pro-gs-2025-cinza-18000km-27232
geely,ex2,2027,148900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-max-2027-branco-0km-27233
byd,tang,2023,249789.0,BEV,CCS2,https://carregados.com.br/carros/byd-tang-awd-2023-cinza-19500km-27234
chevrolet,captiva ev,2026,179990.0,BEV,CCS2,https://carregados.com.br/carros/chevrolet-captiva-ev-premier-2026-branco-7820km-27235
byd,dolphin,2027,129900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2027-azul-0km-27236
byd,dolphin mini,2027,128900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-0km-27237
gwm,ora 03,2024,127900.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-skin-2024-vermelho-50000km-27238
renault,megane e-tech electric,2024,173900.0,BEV,CCS2,https://carregados.com.br/carros/renault-megane-e-tech-electric-2024-cinza-38000km-27240
byd,dolphin mini,2027,127900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-gl-2027-branco-0km-27241
byd,dolphin,2026,130890.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2026-branco-38000km-27242
byd,dolphin,2027,125000.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2027-branco-0km-27243
geely,ex2,2026,123800.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-pro-2026-branco-0km-27244
nissan,leaf,2022,79900.0,BEV,CHAdeMO,https://carregados.com.br/carros/nissan-leaf-s-2022-branco-62000km-27245
byd,dolphin,2025,143900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2025-cinza-50000km-27246
byd,dolphin,2027,148990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2027-branco-0km-27247
chevrolet,captiva ev,2026,198990.0,BEV,CCS2,https://carregados.com.br/carros/chevrolet-captiva-ev-premier-2026-outra-0km-27248
byd,dolphin mini,2025,108000.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-branco-36000km-27249
byd,dolphin mini,2026,112900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2026-preto-25000km-27250
volvo,ex30,2024,208900.0,BEV,CCS2,https://carregados.com.br/carros/volvo-ex30-single-motor-2024-20697km-27251
gwm,haval h6 phev flex,2025,205055.0,PHEV,CCS2,https://carregados.com.br/carros/gwm-haval-h6-phev-flex-phev35-flex-2025-branco-12802km-27252
chevrolet,spark euv,2026,142900.0,BEV,CCS2,https://carregados.com.br/carros/chevrolet-spark-euv-activ-2026-branco-5000km-27256
byd,dolphin,2027,139990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2027-preto-101km-27257
byd,dolphin,2027,161900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2027-cinza-0km-27258
geely,ex2,2026,99001.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-pro-2026-branco-0km-27259
geely,ex2,2026,148900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-max-2026-prata-0km-27260
bmw,ix,2024,379900.0,BEV,CCS2,https://carregados.com.br/carros/bmw-ix-2024-cinza-22461km-27261
byd,dolphin mini,2027,116900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-0km-27262
byd,dolphin,2027,149900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2027-branco-0km-27263
byd,dolphin,2024,114990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2024-cinza-74065km-27264
chery,eq1,2023,86500.0,BEV,CCS2,https://carregados.com.br/carros/chery-eq1-2023-branco-0km-27265
byd,dolphin mini,2027,118900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-0km-27266
byd,dolphin,2027,134900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2027-branco-0km-27267
byd,dolphin mini,2027,124900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-gl-2027-preto-0km-27268
byd,dolphin mini,2027,115990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-azul-12000km-27269
byd,dolphin mini,2027,120000.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-azul-0km-27270
mg motor,mg4,2027,159890.0,BEV,CCS2,https://carregados.com.br/carros/mg-motor-mg4-comfort-rwd-64kwh-2027-cinza-3356km-27271
byd,dolphin mini,2027,119900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-azul-0km-27272
byd,king dm-i,2027,170990.0,PHEV,CCS2,https://carregados.com.br/carros/byd-king-dm-i-gs-2027-preto-0km-27273
byd,yuan pro,2025,158990.0,BEV,CCS2,https://carregados.com.br/carros/byd-yuan-pro-gs-2025-verde-34354km-27274
chevrolet,captiva ev,2026,199990.0,BEV,CCS2,https://carregados.com.br/carros/chevrolet-captiva-ev-premier-2026-0km-27275
byd,dolphin mini,2026,110900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2026-branco-18596km-27276
gwm,haval h6 phev flex,2027,290000.0,PHEV,CCS2,https://carregados.com.br/carros/gwm-haval-h6-phev-flex-phev35-flex-2027-branco-0km-27277
byd,dolphin,2027,122000.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2027-azul-6000km-27278
byd,dolphin,2027,149900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2027-branco-0km-27279
renault,zoe z.e.,2019,69900.0,BEV,CCS2,https://carregados.com.br/carros/renault-zoe-z-e-life-40-r110-2019-branco-115000km-27280
zeekr,x,2025,229490.0,BEV,CCS2,https://carregados.com.br/carros/zeekr-x-premium-rwd-2025-branco-800km-27281
byd,dolphin,2025,148990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2025-cinza-41063km-27283
bmw,i3,2015,98000.0,BEV,CCS2,https://carregados.com.br/carros/bmw-i3-s-2015-cinza-60000km-27284
volvo,xc40 recharge,2024,179900.0,BEV,CCS2,https://carregados.com.br/carros/volvo-xc40-recharge-core-2024-preto-19000km-27286
volvo,c40 recharge,2022,189900.0,BEV,CCS2,https://carregados.com.br/carros/volvo-c40-recharge-plus-2022-branco-67000km-27285
byd,yuan pro,2026,189900.0,BEV,CCS2,https://carregados.com.br/carros/byd-yuan-pro-gs-2026-cinza-0km-27287
omoda,e5,2027,179990.0,BEV,CCS2,https://carregados.com.br/carros/omoda-e5-e5-2027-branco-0km-27288
byd,dolphin mini,2027,129900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-0km-27289
byd,song pro dm-i flex,2027,199990.0,PHEV,CCS2,https://carregados.com.br/carros/byd-song-pro-dm-i-flex-gs-2027-branco-0km-27290
byd,dolphin mini,2027,128900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-0km-27291
chevrolet,captiva ev,2026,199999.0,BEV,CCS2,https://carregados.com.br/carros/chevrolet-captiva-ev-premier-2026-branco-0km-27292
byd,dolphin mini,2027,123900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-0km-27293
byd,seal,2024,206999.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2024-verde-29000km-27294
byd,dolphin mini,2025,114999.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-branco-36900km-27295
nissan,leaf,2022,97900.0,BEV,CHAdeMO,https://carregados.com.br/carros/nissan-leaf-s-2022-branco-70000km-27296
byd,seal,2025,249000.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2025-cinza-6000km-27297
geely,ex2,2026,149900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-max-2026-cinza-0km-27298
byd,song plus dm-i,2027,249990.0,PHEV,CCS2,https://carregados.com.br/carros/byd-song-plus-dm-i-2027-1-5t-2027-cinza-0km-27299
byd,dolphin mini,2027,119990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-0km-27300
gac,aion ut,2027,169990.0,BEV,CCS2,https://carregados.com.br/carros/gac-aion-ut-elite-2027-preto-0km-27301
byd,dolphin mini,2026,111990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2026-azul-12000km-27302
gwm,ora 03,2024,139900.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-gt-2024-preto-32000km-27303
byd,dolphin mini,2026,112990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2026-branco-10495km-27304
byd,dolphin,2027,126900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2027-0km-27305
byd,dolphin mini,2025,106000.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-branco-87000km-27306
byd,dolphin,2025,145900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2025-azul-3454km-27307
geely,ex2,2026,137990.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-pro-2026-cinza-0km-27308
byd,dolphin mini,2025,112800.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-preto-12200km-27309
volvo,xc40 recharge,2024,174990.0,BEV,CCS2,https://carregados.com.br/carros/volvo-xc40-recharge-core-2024-branco-37000km-27311
gwm,ora 03,2024,140900.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-gt-2024-preto-32000km-27313
gwm,ora 03,2024,149900.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-gt-2024-branco-24941km-27314
geely,ex2,2026,146900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-max-2026-cinza-0km-27315
gac,aion ut,2027,150990.0,BEV,CCS2,https://carregados.com.br/carros/gac-aion-ut-premium-2027-azul-0km-27316
byd,dolphin mini,2025,72500.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-branco-6500km-27317
byd,dolphin,2024,122900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2024-cinza-48000km-27318
byd,seal,2024,212900.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2024-branco-46000km-27319
bmw,ix,2024,372900.0,BEV,CCS2,https://carregados.com.br/carros/bmw-ix-2024-cinza-12359km-27321
byd,dolphin mini,2027,127990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-azul-0km-27166
audi,q6 e-tron,2025,494800.0,BEV,CCS2,https://carregados.com.br/carros/audi-q6-e-tron-quattro-performance-black-2025-cinza-14600km-27167
byd,dolphin,2026,129900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2026-branco-5500km-27168
mini,cooper elétrico,2022,134900.0,BEV,CCS2,https://carregados.com.br/carros/mini-cooper-eletrico-cooper-se-2022-prata-24273km-27169
byd,dolphin mini,2025,108000.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-branco-60000km-27171
jaecoo,7 shs-p,2026,195990.0,BEV,CCS2,https://carregados.com.br/carros/jaecoo-7-shs-p-prestige-2026-preto-33000km-27174
byd,dolphin,2025,105990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2025-preto-38000km-27175
gwm,ora 03,2027,159990.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-bev58-2027-preto-0km-27176
audi,e-tron gt,2022,389900.0,BEV,CCS2,https://carregados.com.br/carros/audi-e-tron-gt-sport-2022-cinza-28609km-27177
byd,dolphin mini,2025,109900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-preto-32719km-27180
byd,dolphin mini,2027,122000.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-preto-0km-27181
byd,dolphin,2025,150900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2025-branco-28736km-27182
