marca,modelo,ano,preco_brl,categoria,conector,url
byd,dolphin mini,2025,109900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-branco-34200km-27057
volvo,c40 recharge,2023,203900.0,BEV,CCS2,https://carregados.com.br/carros/volvo-c40-recharge-ultimate-2023-preto-35643km-27013
byd,dolphin mini,2027,128990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-preto-0km-27015
bmw,i3,2021,137900.0,BEV,CCS2,https://carregados.com.br/carros/bmw-i3-s-2021-azul-77323km-27016
gwm,ora 03,2026,147990.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-bev58-2026-branco-7221km-27017
byd,dolphin,2025,166000.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2025-branco-5500km-27021
byd,yuan pro,2025,153990.0,BEV,CCS2,https://carregados.com.br/carros/byd-yuan-pro-gs-2025-branco-42268km-27023
byd,dolphin mini,2027,121770.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-preto-0km-27024
byd,dolphin mini,2027,111900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-9634km-27025
byd,dolphin mini,2027,129900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-0km-27028
byd,dolphin special edition,2027,173900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-special-edition-se-290ev-2027-0km-27029
byd,dolphin,2025,159990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2025-cinza-19500km-27030
byd,dolphin mini,2025,119900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-cinza-36184km-27031
porsche,taycan,2023,499900.0,BEV,CCS2,https://carregados.com.br/carros/porsche-taycan-4-cross-turismo-2023-cinza-30080km-27033
byd,dolphin plus,2024,138000.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2024-cinza-45167km-27035
byd,king dm-i,2025,147900.0,PHEV,CCS2,https://carregados.com.br/carros/byd-king-dm-i-gs-2025-cinza-29922km-27036
byd,dolphin,2025,126900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2025-cinza-43468km-27038
byd,dolphin,2024,118990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2024-cinza-113000km-27011
volvo,ec40,2024,189900.0,BEV,CCS2,https://carregados.com.br/carros/volvo-ec40-plus-single-motor-2024-preto-14709km-26997
chevrolet,spark euv,2026,144990.0,BEV,CCS2,https://carregados.com.br/carros/chevrolet-spark-euv-activ-2026-cinza-0km-27000
byd,dolphin mini,2025,104990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-preto-58000km-27004
gwm,haval h6 phev flex,2025,194900.0,PHEV,CCS2,https://carregados.com.br/carros/gwm-haval-h6-phev-flex-phev19-flex-2025-azul-31000km-27005
porsche,macan electric,2025,639990.0,BEV,CCS2,https://carregados.com.br/carros/porsche-macan-electric-macan-4s-2025-10076km-27006
byd,seal,2024,215000.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2024-preto-15000km-27009
byd,dolphin mini,2027,136990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-azul-0km-26984
geely,ex2,2026,146990.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-max-2026-branco-0km-26970
byd,dolphin,2027,123900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2027-branco-0km-26972
byd,yuan plus,2024,169600.0,BEV,CCS2,https://carregados.com.br/carros/byd-yuan-plus-gl-2024-vermelho-7357km-26974
byd,dolphin mini,2027,119990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-0km-26975
byd,dolphin special edition,2027,169800.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-special-edition-se-290ev-2027-cinza-5000km-26976
byd,seal,2025,224990.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2025-cinza-19000km-26977
byd,dolphin,2025,151990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2025-cinza-18755km-26987
byd,song plus dm-i,2026,229900.0,PHEV,CCS2,https://carregados.com.br/carros/byd-song-plus-dm-i-2027-1-5t-2026-cinza-31767km-26988
jaecoo,7 shs-p,2026,209990.0,BEV,CCS2,https://carregados.com.br/carros/jaecoo-7-shs-p-luxury-2026-cinza-5000km-26989
byd,seal,2025,229990.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2025-cinza-1924km-26990
byd,dolphin mini,2025,89900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-branco-16358km-26991
byd,dolphin mini,2025,104990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-preto-57000km-26992
byd,seal,2025,229990.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2025-cinza-1924km-26995
gmc,hummer ev suv,2025,1899990.0,BEV,CCS2,https://carregados.com.br/carros/gmc-hummer-ev-suv-hummer-ev-edition-1-2025-verde-0km-26942
byd,song plus dm-i,2025,181900.0,PHEV,CCS2,https://carregados.com.br/carros/byd-song-plus-dm-i-premium-2025-branco-44516km-26943
bmw,i5 m60,2026,795990.0,BEV,CCS2,https://carregados.com.br/carros/bmw-i5-m60-2026-azul-0km-26944
bmw,i7,2026,1373950.0,BEV,CCS2,https://carregados.com.br/carros/bmw-i7-xdrive60-m-sport-2026-preto-0km-26945
bmw,i4 edrive35,2026,582950.0,BEV,CCS2,https://carregados.com.br/carros/bmw-i4-edrive35-m-sport-2026-verde-0km-26946
byd,dolphin mini,2026,129900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2026-preto-0km-26947
bmw,ix2,2026,505990.0,BEV,CCS2,https://carregados.com.br/carros/bmw-ix2-xdrive30-m-sport-2026-branco-0km-26948
bmw,i4 m50,2026,675990.0,BEV,CCS2,https://carregados.com.br/carros/bmw-i4-m50-m-performance-2026-azul-0km-26949
gwm,ora 03,2026,147900.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-gt-2026-azul-6369km-26951
byd,dolphin,2025,103890.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2025-outra-24000km-26952
mini,cooper elétrico,2025,274900.0,BEV,CCS2,https://carregados.com.br/carros/mini-cooper-eletrico-jcw-e-2025-branco-8000km-26954
volvo,ex30,2024,204900.0,BEV,CCS2,https://carregados.com.br/carros/volvo-ex30-single-motor-2024-branco-22000km-26957
gwm,ora 03,2026,144890.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-skin-2026-branco-6000km-26958
zeekr,7x,2027,468000.0,BEV,CCS2,https://carregados.com.br/carros/zeekr-7x-flagship-awd-2027-cinza-0km-26959
byd,dolphin mini,2027,131900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-100km-26965
gwm,ora 03,2026,147900.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-gt-2026-azul-6400km-26967
geely,ex2,2026,134900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-pro-2026-prata-0km-26933
byd,dolphin,2024,113900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2024-preto-18900km-26935
byd,sealion 7,2027,339990.0,BEV,CCS2,https://carregados.com.br/carros/byd-sealion-7-awd-2027-branco-0km-26936
byd,yuan pro,2027,169990.0,BEV,CCS2,https://carregados.com.br/carros/byd-yuan-pro-2027-preto-0km-26937
byd,dolphin mini,2027,119990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-0km-26938
byd,dolphin,2027,119990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-2027-azul-0km-26939
byd,dolphin mini,2025,106900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-branco-113000km-26918
gwm,ora 03,2026,139900.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-skin-2026-branco-8000km-26921
byd,dolphin,2027,127900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2027-branco-0km-26925
geely,ex2,2026,145000.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-max-2026-cinza-0km-26928
bmw,i4 edrive35,2024,320877.0,BEV,CCS2,https://carregados.com.br/carros/bmw-i4-edrive35-m-sport-2024-cinza-28000km-26929
byd,seal,2024,209900.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2024-preto-40000km-26930
gwm,haval h6 plug-in hybrid,2026,255900.0,HEV,N/A,https://carregados.com.br/carros/gwm-haval-h6-plug-in-hybrid-34-2026-preto-9599km-26894
byd,dolphin mini,2027,114890.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-preto-17001km-26895
volvo,ex40,2023,209900.0,BEV,CCS2,https://carregados.com.br/carros/volvo-ex40-ultra-twin-engine-2023-azul-38000km-26896
byd,dolphin mini,2027,127790.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2027-preto-1691km-26901
byd,dolphin plus,2025,147890.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2025-azul-92928km-26903
chevrolet,captiva ev,2026,199000.0,BEV,CCS2,https://carregados.com.br/carros/chevrolet-captiva-ev-2026-cinza-0km-26909
bmw,ix,2024,368900.0,BEV,CCS2,https://carregados.com.br/carros/bmw-ix-2024-preto-24826km-26910
volvo,xc40 recharge,2023,189900.0,BEV,CCS2,https://carregados.com.br/carros/volvo-xc40-recharge-plus-2023-preto-31000km-26869
byd,dolphin mini,2025,111900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-preto-20000km-26872
audi,e-tron sportback,2021,339990.0,BEV,CCS2,https://carregados.com.br/carros/audi-e-tron-sportback-prestige-2021-cinza-22650km-26880
byd,dolphin mini,2027,129900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-azul-0km-26881
byd,dolphin plus,2025,147900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2025-cinza-33700km-26882
honda,clarity plug-in hybrid,2023,231900.0,PHEV,Type 2,https://carregados.com.br/carros/honda-clarity-plug-in-hybrid-2023-branco-17000km-26883
byd,dolphin mini,2027,124980.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-110km-26884
byd,dolphin,2024,124900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2024-cinza-69000km-26868
mini,cooper se,2022,119000.0,BEV,CCS2,https://carregados.com.br/carros/mini-cooper-se-iconic-2022-verde-46000km-26844
byd,dolphin mini,2027,122990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2027-preto-0km-26845
byd,dolphin plus,2024,148990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2024-cinza-30350km-26847
land rover,range rover velar plug-in hybrid,2025,479900.0,PHEV,Type 2,https://carregados.com.br/carros/land-rover-range-rover-velar-plug-in-hybrid-2025-preto-19000km-26849
byd,yuan plus,2024,214900.0,BEV,CCS2,https://carregados.com.br/carros/byd-yuan-plus-2024-branco-50000km-26852
leapmotor,c10,2026,199890.0,BEV,CCS2,https://carregados.com.br/carros/leapmotor-c10-bev-2026-cinza-0km-26853
gwm,ora 03,2024,149600.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-gt-2024-preto-8995km-26855
byd,song pro dm-i plug-in hybrid,2027,199990.0,PHEV,CCS2,https://carregados.com.br/carros/byd-song-pro-dm-i-plug-in-hybrid-gl-2027-cinza-0km-26856
byd,dolphin mini,2027,129900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-azul-0km-26857
byd,song plus dm-i plug-in hybrid,2027,242990.0,PHEV,CCS2,https://carregados.com.br/carros/byd-song-plus-dm-i-plug-in-hybrid-2027-cinza-0km-26858
byd,seal,2024,199900.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2024-cinza-24000km-26859
gwm,ora 03,2026,151900.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-2026-branco-20000km-26862
geely,ex2,2026,149900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-max-2026-branco-0km-26863
hyundai,tucson plug-in hybrid,2017,189990.0,PHEV,Type 2,https://carregados.com.br/carros/hyundai-tucson-plug-in-hybrid-limited-2017-outra-33000km-26820
byd,dolphin,2027,151900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2027-cinza-0km-26821
fiat,500e,2022,135900.0,BEV,CCS2,https://carregados.com.br/carros/fiat-500e-2022-branco-11000km-26822
byd,song plus,2025,184900.0,BEV,CCS2,https://carregados.com.br/carros/byd-song-plus-2025-branco-49532km-26823
byd,seal,2025,229900.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2025-verde-12069km-26831
omoda,e5,2026,184888.0,BEV,CCS2,https://carregados.com.br/carros/omoda-e5-2026-prata-14456km-26833
byd,dolphin mini,2027,119990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-azul-0km-26834
leapmotor,b10,2026,182990.0,BEV,CCS2,https://carregados.com.br/carros/leapmotor-b10-2026-outra-0km-26758
byd,dolphin mini,2027,128900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-0km-26762
byd,dolphin mini,2027,123900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-0km-26764
byd,dolphin mini,2025,106900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-preto-9000km-26767
geely,ex2,2026,131790.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-pro-2026-prata-0km-26769
byd,sealion 7,2027,369990.0,BEV,CCS2,https://carregados.com.br/carros/byd-sealion-7-awd-2027-42km-26770
byd,yuan pro,2025,164900.0,BEV,CCS2,https://carregados.com.br/carros/byd-yuan-pro-gs-2025-branco-17000km-26775
geely,ex2,2026,148990.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-max-2026-branco-300km-26777
geely,ex2,2026,135900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-pro-2026-prata-0km-26778
volvo,ex30,2024,189990.0,BEV,CCS2,https://carregados.com.br/carros/volvo-ex30-core-2024-branco-22119km-26779
byd,dolphin,2026,139900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-2026-preto-4km-26780
byd,seal,2025,221790.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2025-branco-14000km-26782
byd,dolphin mini,2027,119900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-preto-0km-26786
byd,dolphin mini,2027,119900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-0km-26787
byd,tang,2023,229800.0,BEV,CCS2,https://carregados.com.br/carros/byd-tang-awd-2023-cinza-41565km-26789
chevrolet,spark euv,2026,142890.0,BEV,CCS2,https://carregados.com.br/carros/chevrolet-spark-euv-2026-preto-7640km-26791
tesla,model 3,2018,249900.0,BEV,CCS2,https://carregados.com.br/carros/tesla-model-3-performance-2018-branco-24000km-26799
renault,kangoo z.e.,2020,97900.0,BEV,CCS2,https://carregados.com.br/carros/renault-kangoo-z-e-2020-branco-44700km-26801
geely,ex2,2026,149900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-max-2026-cinza-100km-26803
byd,dolphin,2027,132900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2027-branco-980km-26809
byd,dolphin,2025,109900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2025-branco-31000km-26811
byd,dolphin,2027,125990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-2027-preto-15km-26814
gwm,ora 03,2027,159900.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-2027-cinza-800km-26815
jac,e-js1,2023,79900.0,BEV,GB/T,https://carregados.com.br/carros/jac-e-js1-2023-branco-66579km-26816
byd,dolphin mini,2027,127900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-azul-0km-26817
byd,dolphin mini,2025,107900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-branco-40000km-26818
volvo,xc40 recharge,2023,198900.0,BEV,CCS2,https://carregados.com.br/carros/volvo-xc40-recharge-plus-2023-prata-52000km-26819
byd,dolphin mini,2027,125990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-azul-0km-26748
byd,dolphin mini,2027,119900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-preto-0km-26751
byd,dolphin,2027,123900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2027-azul-0km-26753
mercedes,eqe 300,2023,414950.0,BEV,CCS2,https://carregados.com.br/carros/mercedes-eqe-300-2023-preto-7785km-26754
byd,dolphin mini,2025,99900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-branco-81400km-26755
byd,seal,2025,135000.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2025-branco-2089km-26699
byd,dolphin,2027,129900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2027-azul-0km-26710
byd,dolphin mini,2025,109900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-preto-34000km-26713
byd,dolphin mini,2025,111890.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-preto-13700km-26714
byd,seal,2027,299990.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2027-branco-0km-26716
byd,dolphin mini,2027,119990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-preto-0km-26717
gwm,haval h6 phev flex,2026,234990.0,PHEV,CCS2,https://carregados.com.br/carros/gwm-haval-h6-phev-flex-phev19-flex-2026-cinza-10000km-26720
byd,dolphin,2027,129990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2027-branco-0km-26724
geely,ex2,2026,134990.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-pro-2026-prata-0km-26726
byd,dolphin,2027,122990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2027-preto-0km-26727
audi,q8 e-tron,2024,429000.0,BEV,CCS2,https://carregados.com.br/carros/audi-q8-e-tron-2024-outra-28046km-26728
geely,ex2,2026,134990.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-pro-2026-branco-0km-26729
chevrolet,spark euv,2026,135990.0,BEV,CCS2,https://carregados.com.br/carros/chevrolet-spark-euv-2026-cinza-29000km-26731
byd,seal,2024,208980.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2024-cinza-37793km-26737
byd,dolphin plus,2025,109900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2025-branco-165629km-26739
byd,dolphin,2024,116900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2024-cinza-0km-26655
gwm,haval h6 plug-in hybrid,2025,204900.0,HEV,N/A,https://carregados.com.br/carros/gwm-haval-h6-plug-in-hybrid-19-2025-cinza-35400km-26658
byd,dolphin mini,2027,119900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-preto-0km-26660
gwm,ora 03,2027,153900.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-bev58-2027-azul-1650km-26663
byd,dolphin mini,2027,129900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-0km-26664
chevrolet,spark euv,2026,142990.0,BEV,CCS2,https://carregados.com.br/carros/chevrolet-spark-euv-2026-cinza-7600km-26668
byd,seal,2024,209900.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2024-branco-32000km-26672
denza,b5,2027,449900.0,BEV,CCS2,https://carregados.com.br/carros/denza-b5-gs-dm-2027-cinza-0km-26673
geely,ex2,2026,139900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-pro-2026-prata-0km-26675
gwm,ora 03,2024,133900.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-skin-2024-branco-29000km-26678
gwm,ora 03,2026,144990.0,BEV,CCS2,https://carregados.com.br/carros/gwm-ora-03-2026-branco-1000km-26686
geely,ex2,2026,131800.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-pro-2026-branco-0km-26689
byd,dolphin mini,2025,105000.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-branco-48653km-26691
byd,dolphin,2024,116800.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2024-branco-37218km-26613
geely,ex2,2026,134900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-pro-2026-cinza-0km-26614
byd,dolphin mini,2025,104990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-preto-60622km-26615
byd,seal,2024,229990.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2024-26611km-26622
byd,seal,2024,219900.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2024-branco-46000km-26624
chevrolet,spark euv,2026,144990.0,BEV,CCS2,https://carregados.com.br/carros/chevrolet-spark-euv-2026-preto-11000km-26631
geely,ex2,2026,146890.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-max-2026-prata-0km-26634
gac,aion v,2027,219890.0,BEV,CCS2,https://carregados.com.br/carros/gac-aion-v-elite-2027-branco-0km-26636
byd,dolphin,2025,101900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2025-preto-17437km-26639
geely,ex2,2026,148990.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-max-2026-cinza-0km-26640
geely,ex2,2026,148990.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-max-2026-verde-0km-26642
geely,ex2,2026,134900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-pro-2026-branco-0km-26641
geely,ex2,2026,148990.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-max-2026-prata-0km-26643
byd,dolphin,2027,174990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2027-cinza-0km-26644
geely,ex2,2026,148990.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-max-2026-prata-0km-26645
byd,yuan plus,2024,209990.0,BEV,CCS2,https://carregados.com.br/carros/byd-yuan-plus-2024-branco-49000km-26546
chevrolet,blazer ev,2024,329900.0,BEV,CCS2,https://carregados.com.br/carros/chevrolet-blazer-ev-2024-preto-6405km-26547
chevrolet,equinox ev,2024,269900.0,BEV,CCS2,https://carregados.com.br/carros/chevrolet-equinox-ev-2024-prata-773km-26548
jac,e-js4,2023,112900.0,BEV,CCS2,https://carregados.com.br/carros/jac-e-js4-2023-preto-63000km-26552
byd,dolphin mini,2025,117900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-preto-35000km-26562
byd,dolphin mini,2027,139990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-0km-26563
zeekr,x,2025,249900.0,BEV,CCS2,https://carregados.com.br/carros/zeekr-x-flagship-2025-cinza-8750km-26565
byd,seal,2025,221809.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2025-branco-14000km-26566
byd,dolphin mini,2027,119900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-0km-26567
zeekr,001,2025,398900.0,BEV,CCS2,https://carregados.com.br/carros/zeekr-001-flagship-awd-2025-preto-17300km-26569
denza,b5,2027,429900.0,BEV,CCS2,https://carregados.com.br/carros/denza-b5-gs-dm-2027-preto-0km-26571
byd,dolphin,2025,115900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2025-branco-50887km-26572
byd,dolphin,2027,149900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2027-prata-0km-26573
mini,cooper se,2024,140000.0,BEV,CCS2,https://carregados.com.br/carros/mini-cooper-se-2024-preto-12000km-26575
geely,ex2,2026,135900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-pro-2026-preto-0km-26578
byd,tang,2023,299970.0,BEV,CCS2,https://carregados.com.br/carros/byd-tang-awd-2023-preto-15549km-26583
byd,dolphin,2027,144900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-gs-2027-cinza-0km-26584
mini,countryman se all4,2025,289990.0,BEV,CCS2,https://carregados.com.br/carros/mini-countryman-se-all4-2025-preto-5000km-26585
byd,dolphin plus,2025,159900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2025-cinza-17800km-26592
byd,tang,2023,249790.0,BEV,CCS2,https://carregados.com.br/carros/byd-tang-awd-2023-cinza-19500km-26593
byd,dolphin mini,2025,104900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-preto-81377km-26594
geely,ex2,2026,149900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-max-2026-branco-0km-26602
byd,han,2025,349790.0,BEV,CCS2,https://carregados.com.br/carros/byd-han-2025-cinza-1000km-26605
byd,dolphin mini,2025,120900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-preto-40000km-26606
geely,ex2,2026,141900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-max-2026-prata-0km-26608
geely,ex2,2026,124990.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-pro-2026-prata-0km-26609
byd,dolphin mini,2025,116900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-preto-0km-26500
byd,seal,2025,238900.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2025-branco-29000km-26502
byd,seal,2025,221890.0,BEV,CCS2,https://carregados.com.br/carros/byd-seal-2025-branco-13500km-26505
byd,dolphin mini,2027,120900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-0km-26510
zeekr,x,2025,249800.0,BEV,CCS2,https://carregados.com.br/carros/zeekr-x-premium-2025-outra-22367km-26512
geely,ex2,2026,134900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-pro-2026-branco-0km-26516
zeekr,001,2025,389890.0,BEV,CCS2,https://carregados.com.br/carros/zeekr-001-flagship-awd-2025-azul-17000km-26517
volvo,ex30,2024,189900.0,BEV,CCS2,https://carregados.com.br/carros/volvo-ex30-core-2024-cinza-9098km-26520
byd,yuan plus,2026,219800.0,BEV,CCS2,https://carregados.com.br/carros/byd-yuan-plus-2026-branco-2000km-26522
geely,ex2,2026,135900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex2-pro-2026-cinza-302km-26525
byd,dolphin mini,2025,120900.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-plus-2025-preto-41000km-26527
byd,dolphin mini,2027,120990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-branco-0km-26530
byd,dolphin mini,2027,120990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-mini-2027-azul-0km-26532
volvo,ex90,2025,269900.0,BEV,CCS2,https://carregados.com.br/carros/volvo-ex90-ultra-2025-preto-0km-26535
byd,dolphin,2024,124990.0,BEV,CCS2,https://carregados.com.br/carros/byd-dolphin-plus-2024-cinza-28000km-26538
bmw,ix,2022,299900.0,BEV,CCS2,https://carregados.com.br/carros/bmw-ix-xdrive40-2022-cinza-72000km-26540
geely,ex5,2026,225900.0,BEV,CCS2,https://carregados.com.br/carros/geely-ex5-max-2026-prata-0km-26542
